Korean,Part of Speech,Example Sentence,English,Sentence Translation
인스타그램,Noun,"어드민 나이트는 올해 초 월스트리트저널이 처음 조명한 이후, 틱톡과 인스타그램을 중심으로 빠르게 확산됐다.",,
확산,Noun,"어드민 나이트는 올해 초 월스트리트저널이 처음 조명한 이후, 틱톡과 인스타그램을 중심으로 빠르게 확산됐다.",,
에너지,Noun,"에너지 소모가 큰 술자리나 사교 모임 대신, 생산적이면서도 연결감을 원하는 젊은 세대의 새로운 사회적 모임 방식으로 자리 잡았다.",,
소모,Noun,"에너지 소모가 큰 술자리나 사교 모임 대신, 생산적이면서도 연결감을 원하는 젊은 세대의 새로운 사회적 모임 방식으로 자리 잡았다.",,
사교,Noun,"에너지 소모가 큰 술자리나 사교 모임 대신, 생산적이면서도 연결감을 원하는 젊은 세대의 새로운 사회적 모임 방식으로 자리 잡았다.",,
생산,Noun,"에너지 소모가 큰 술자리나 사교 모임 대신, 생산적이면서도 연결감을 원하는 젊은 세대의 새로운 사회적 모임 방식으로 자리 잡았다.",,
연결,Noun,"에너지 소모가 큰 술자리나 사교 모임 대신, 생산적이면서도 연결감을 원하는 젊은 세대의 새로운 사회적 모임 방식으로 자리 잡았다.",,
원하다,Verb,"에너지 소모가 큰 술자리나 사교 모임 대신, 생산적이면서도 연결감을 원하는 젊은 세대의 새로운 사회적 모임 방식으로 자리 잡았다.",,
젊다,Adjective,"에너지 소모가 큰 술자리나 사교 모임 대신, 생산적이면서도 연결감을 원하는 젊은 세대의 새로운 사회적 모임 방식으로 자리 잡았다.",,
참여,Noun,모임에 참여한 이들은 보고 싶은 친구와 시간을 보내면서 밀린 일까지 처리할 수 있다는 점을 가장 큰 매력으로 꼽는다.,,
매력,Noun,모임에 참여한 이들은 보고 싶은 친구와 시간을 보내면서 밀린 일까지 처리할 수 있다는 점을 가장 큰 매력으로 꼽는다.,,
실제로,Adverb,함께 모여 각자 일을 하는 어드민 나이트는 실제로 효율이 있을까.,,
효율,Noun,함께 모여 각자 일을 하는 어드민 나이트는 실제로 효율이 있을까.,,
집중,Noun,신기하게도 혼자라면 계속 미루던 일도 다른 사람들과 함께 있는 환경에서는 집중하게 되는 경우가 많다.,,
배경,Noun,이 현상의 배경에는 심리학 개념인 ‘바디 더블링(Body Doubling)’ 효과가 있다.,,
심리학,Noun,이 현상의 배경에는 심리학 개념인 ‘바디 더블링(Body Doubling)’ 효과가 있다.,,
개념,Noun,이 현상의 배경에는 심리학 개념인 ‘바디 더블링(Body Doubling)’ 효과가 있다.,,
바디,Noun,이 현상의 배경에는 심리학 개념인 ‘바디 더블링(Body Doubling)’ 효과가 있다.,,
더블,Noun,이 현상의 배경에는 심리학 개념인 ‘바디 더블링(Body Doubling)’ 효과가 있다.,,
링,Noun,이 현상의 배경에는 심리학 개념인 ‘바디 더블링(Body Doubling)’ 효과가 있다.,,
효과,Noun,이 현상의 배경에는 심리학 개념인 ‘바디 더블링(Body Doubling)’ 효과가 있다.,,
과제,Noun,"바디 더블링은 한 사람이 과제를 수행하는 동안 다른 사람이 곁에 존재함으로써 집중력과 책임감, 생산성을 높이는 방식이다.",,
수행,Noun,"바디 더블링은 한 사람이 과제를 수행하는 동안 다른 사람이 곁에 존재함으로써 집중력과 책임감, 생산성을 높이는 방식이다.",,
곁,Noun,"바디 더블링은 한 사람이 과제를 수행하는 동안 다른 사람이 곁에 존재함으로써 집중력과 책임감, 생산성을 높이는 방식이다.",,
존재,Noun,"바디 더블링은 한 사람이 과제를 수행하는 동안 다른 사람이 곁에 존재함으로써 집중력과 책임감, 생산성을 높이는 방식이다.",,
집중력,Noun,"바디 더블링은 한 사람이 과제를 수행하는 동안 다른 사람이 곁에 존재함으로써 집중력과 책임감, 생산성을 높이는 방식이다.",,
책임감,Noun,"바디 더블링은 한 사람이 과제를 수행하는 동안 다른 사람이 곁에 존재함으로써 집중력과 책임감, 생산성을 높이는 방식이다.",,
높이다,Verb,"바디 더블링은 한 사람이 과제를 수행하는 동안 다른 사람이 곁에 존재함으로써 집중력과 책임감, 생산성을 높이는 방식이다.",,
상대,Noun,"상대가 내 일을 도와줄 필요도, 같은 과제를 할 필요도 없다.",,
공간,Noun,같은 공간에서 각자의 일을 하고 있다는 사실만으로도 효과가 나타난다.,,
주의력,Noun,"미국 주의력결핍장애협회(ADDA)에 따르면 이 개념은 원래 주의력결핍과다행동장애(ADHD) 당사자들이 증상 관리에 활용해 온 전략으로, 지루하거나 까다로운 과제를 완수하는 데 실질적인 도움을 주는 것으로 알려져 있다.",,
결핍,Noun,"미국 주의력결핍장애협회(ADDA)에 따르면 이 개념은 원래 주의력결핍과다행동장애(ADHD) 당사자들이 증상 관리에 활용해 온 전략으로, 지루하거나 까다로운 과제를 완수하는 데 실질적인 도움을 주는 것으로 알려져 있다.",,
장애,Noun,"미국 주의력결핍장애협회(ADDA)에 따르면 이 개념은 원래 주의력결핍과다행동장애(ADHD) 당사자들이 증상 관리에 활용해 온 전략으로, 지루하거나 까다로운 과제를 완수하는 데 실질적인 도움을 주는 것으로 알려져 있다.",,
협회,Noun,"미국 주의력결핍장애협회(ADDA)에 따르면 이 개념은 원래 주의력결핍과다행동장애(ADHD) 당사자들이 증상 관리에 활용해 온 전략으로, 지루하거나 까다로운 과제를 완수하는 데 실질적인 도움을 주는 것으로 알려져 있다.",,
원래,Noun,"미국 주의력결핍장애협회(ADDA)에 따르면 이 개념은 원래 주의력결핍과다행동장애(ADHD) 당사자들이 증상 관리에 활용해 온 전략으로, 지루하거나 까다로운 과제를 완수하는 데 실질적인 도움을 주는 것으로 알려져 있다.",,
주의력결핍 과다행동장애,Noun,"미국 주의력결핍장애협회(ADDA)에 따르면 이 개념은 원래 주의력결핍과다행동장애(ADHD) 당사자들이 증상 관리에 활용해 온 전략으로, 지루하거나 까다로운 과제를 완수하는 데 실질적인 도움을 주는 것으로 알려져 있다.",,
당사자,Noun,"미국 주의력결핍장애협회(ADDA)에 따르면 이 개념은 원래 주의력결핍과다행동장애(ADHD) 당사자들이 증상 관리에 활용해 온 전략으로, 지루하거나 까다로운 과제를 완수하는 데 실질적인 도움을 주는 것으로 알려져 있다.",,
증상,Noun,"미국 주의력결핍장애협회(ADDA)에 따르면 이 개념은 원래 주의력결핍과다행동장애(ADHD) 당사자들이 증상 관리에 활용해 온 전략으로, 지루하거나 까다로운 과제를 완수하는 데 실질적인 도움을 주는 것으로 알려져 있다.",,
활용,Noun,"미국 주의력결핍장애협회(ADDA)에 따르면 이 개념은 원래 주의력결핍과다행동장애(ADHD) 당사자들이 증상 관리에 활용해 온 전략으로, 지루하거나 까다로운 과제를 완수하는 데 실질적인 도움을 주는 것으로 알려져 있다.",,
전략,Noun,"미국 주의력결핍장애협회(ADDA)에 따르면 이 개념은 원래 주의력결핍과다행동장애(ADHD) 당사자들이 증상 관리에 활용해 온 전략으로, 지루하거나 까다로운 과제를 완수하는 데 실질적인 도움을 주는 것으로 알려져 있다.",,
완수,Noun,"미국 주의력결핍장애협회(ADDA)에 따르면 이 개념은 원래 주의력결핍과다행동장애(ADHD) 당사자들이 증상 관리에 활용해 온 전략으로, 지루하거나 까다로운 과제를 완수하는 데 실질적인 도움을 주는 것으로 알려져 있다.",,
실질,Noun,"미국 주의력결핍장애협회(ADDA)에 따르면 이 개념은 원래 주의력결핍과다행동장애(ADHD) 당사자들이 증상 관리에 활용해 온 전략으로, 지루하거나 까다로운 과제를 완수하는 데 실질적인 도움을 주는 것으로 알려져 있다.",,
도움,Noun,"미국 주의력결핍장애협회(ADDA)에 따르면 이 개념은 원래 주의력결핍과다행동장애(ADHD) 당사자들이 증상 관리에 활용해 온 전략으로, 지루하거나 까다로운 과제를 완수하는 데 실질적인 도움을 주는 것으로 알려져 있다.",,
알리다,Verb,"미국 주의력결핍장애협회(ADDA)에 따르면 이 개념은 원래 주의력결핍과다행동장애(ADHD) 당사자들이 증상 관리에 활용해 온 전략으로, 지루하거나 까다로운 과제를 완수하는 데 실질적인 도움을 주는 것으로 알려져 있다.",,
타인,Noun,관련 연구에 따르면 타인의 존재는 일에 대한 책임감과 수행 동기를 강화하고 뇌의 각성 상태를 높인다.,,
동기,Noun,관련 연구에 따르면 타인의 존재는 일에 대한 책임감과 수행 동기를 강화하고 뇌의 각성 상태를 높인다.,,
강화,Noun,관련 연구에 따르면 타인의 존재는 일에 대한 책임감과 수행 동기를 강화하고 뇌의 각성 상태를 높인다.,,
뇌,Noun,관련 연구에 따르면 타인의 존재는 일에 대한 책임감과 수행 동기를 강화하고 뇌의 각성 상태를 높인다.,,
각성,Noun,관련 연구에 따르면 타인의 존재는 일에 대한 책임감과 수행 동기를 강화하고 뇌의 각성 상태를 높인다.,,
감각,Noun,누군가가 보고 있다는 감각이 해야 할 행동을 지속하게 만드는 것이다.,,
지속,Noun,누군가가 보고 있다는 감각이 해야 할 행동을 지속하게 만드는 것이다.,,
제공,Noun,바디 더블링이 제공하는 또 다른 효과는 미러링이다.,,
또,Adverb,바디 더블링이 제공하는 또 다른 효과는 미러링이다.,,
미러,Noun,바디 더블링이 제공하는 또 다른 효과는 미러링이다.,,
동화,Noun,다른 사람이 집중해서 일하는 모습을 보면 자연스럽게 그 분위기에 동화되어 함께 집중하게 된다.,,
묵묵히,Adverb,"혼자라면 내일로 미뤘을 일도, 누군가가 묵묵히 할 일을 하는 옆에서는 더 이상 미루기 어려워진다.",,
여럿,Noun,여럿이 모일 필요도 없다.,,
외,Noun,"자신 외에 한 사람만 있어도 되고, 직접 만나거나 온라인으로 연결돼 있어도 된다.",,
온라인,Noun,"자신 외에 한 사람만 있어도 되고, 직접 만나거나 온라인으로 연결돼 있어도 된다.",,
인식,Noun,서로의 존재를 인식할 수 있는 상태라면 바디 더블링 효과가 나타난다고 전문가들은 설명한다.,,
전문가,Noun,서로의 존재를 인식할 수 있는 상태라면 바디 더블링 효과가 나타난다고 전문가들은 설명한다.,,
시작,Noun,일을 시작하기 전에 각자의 목표를 공유하는 것도 과제 수행 동기와 집중도를 높이는 데 도움이 된다.,,
공유,Noun,일을 시작하기 전에 각자의 목표를 공유하는 것도 과제 수행 동기와 집중도를 높이는 데 도움이 된다.,,
집중도,Noun,일을 시작하기 전에 각자의 목표를 공유하는 것도 과제 수행 동기와 집중도를 높이는 데 도움이 된다.,,
카공족,Noun,‘카공족’,,
미,Noun,부터 ‘스터디 윗 미’까지…이미 익숙했던 ‘함께 집중하기’ 효과,,
한국,Noun,한국에는 어드민 나이트와 닮은 문화가 이미 오래전부터 자리 잡고 있었다. ‘카공족(카페에서 공부하는 사람들)’,,
닮다,Verb,한국에는 어드민 나이트와 닮은 문화가 이미 오래전부터 자리 잡고 있었다. ‘카공족(카페에서 공부하는 사람들)’,,
카,Noun,한국에는 어드민 나이트와 닮은 문화가 이미 오래전부터 자리 잡고 있었다. ‘카공족(카페에서 공부하는 사람들)’,,
공,Noun,한국에는 어드민 나이트와 닮은 문화가 이미 오래전부터 자리 잡고 있었다. ‘카공족(카페에서 공부하는 사람들)’,,
족,Noun,한국에는 어드민 나이트와 닮은 문화가 이미 오래전부터 자리 잡고 있었다. ‘카공족(카페에서 공부하는 사람들)’,,
신조어,Noun,이라는 신조어가 등장한 것도 벌써 10년이 훌쩍 넘었다.,,
등장,Noun,이라는 신조어가 등장한 것도 벌써 10년이 훌쩍 넘었다.,,
훌쩍,Adverb,이라는 신조어가 등장한 것도 벌써 10년이 훌쩍 넘었다.,,
넘다,Verb,이라는 신조어가 등장한 것도 벌써 10년이 훌쩍 넘었다.,,
대형,Noun,"대형 카페에 들어서면 노트북이나 참고서, 책을 펼쳐놓고 낯선 사람들 사이에 앉아 각자의 일에 집중하는 풍경을 쉽게 볼 수 있다.",,
들어서다,Verb,"대형 카페에 들어서면 노트북이나 참고서, 책을 펼쳐놓고 낯선 사람들 사이에 앉아 각자의 일에 집중하는 풍경을 쉽게 볼 수 있다.",,
노트북,Noun,"대형 카페에 들어서면 노트북이나 참고서, 책을 펼쳐놓고 낯선 사람들 사이에 앉아 각자의 일에 집중하는 풍경을 쉽게 볼 수 있다.",,
참고서,Noun,"대형 카페에 들어서면 노트북이나 참고서, 책을 펼쳐놓고 낯선 사람들 사이에 앉아 각자의 일에 집중하는 풍경을 쉽게 볼 수 있다.",,
펼치다,Verb,"대형 카페에 들어서면 노트북이나 참고서, 책을 펼쳐놓고 낯선 사람들 사이에 앉아 각자의 일에 집중하는 풍경을 쉽게 볼 수 있다.",,
낯설다,Adjective,"대형 카페에 들어서면 노트북이나 참고서, 책을 펼쳐놓고 낯선 사람들 사이에 앉아 각자의 일에 집중하는 풍경을 쉽게 볼 수 있다.",,
풍경,Noun,"대형 카페에 들어서면 노트북이나 참고서, 책을 펼쳐놓고 낯선 사람들 사이에 앉아 각자의 일에 집중하는 풍경을 쉽게 볼 수 있다.",,
업종,Noun,스터디카페라는 업종이 전국적으로 수천 개 이상 생겨난 것도 같은 맥락이다.,,
전국,Noun,스터디카페라는 업종이 전국적으로 수천 개 이상 생겨난 것도 같은 맥락이다.,,
맥락,Noun,스터디카페라는 업종이 전국적으로 수천 개 이상 생겨난 것도 같은 맥락이다.,,
일찍이,Adverb,온라인에서도 일찍이 비슷한 형태의 문화가 자리 잡았다. ‘스터디 윗 미(Study With Me)’,,
콘텐츠,Noun,콘텐츠가 대표적이다.,,
대표,Noun,콘텐츠가 대표적이다.,,
크리에이터,Noun,크리에이터들이 아무 말 없이 공부하는 모습만 담아 올리는 이 영상은 수백만 조회수를 기록하며 하나의 콘텐츠 장르로 자리 잡았다.,,
담다,Verb,크리에이터들이 아무 말 없이 공부하는 모습만 담아 올리는 이 영상은 수백만 조회수를 기록하며 하나의 콘텐츠 장르로 자리 잡았다.,,
영상,Noun,크리에이터들이 아무 말 없이 공부하는 모습만 담아 올리는 이 영상은 수백만 조회수를 기록하며 하나의 콘텐츠 장르로 자리 잡았다.,,
조회,Noun,크리에이터들이 아무 말 없이 공부하는 모습만 담아 올리는 이 영상은 수백만 조회수를 기록하며 하나의 콘텐츠 장르로 자리 잡았다.,,
장르,Noun,크리에이터들이 아무 말 없이 공부하는 모습만 담아 올리는 이 영상은 수백만 조회수를 기록하며 하나의 콘텐츠 장르로 자리 잡았다.,,
틀다,Verb,이를 틀어놓은 채 함께 공부하는 사람들도 많다.,,
화면,Noun,화면 너머 누군가가 집중하는 모습을 보는 것만으로도 연결감과 적당한 긴장감을 동시에 얻을 수 있기 때문이다.,,
너머,Noun,화면 너머 누군가가 집중하는 모습을 보는 것만으로도 연결감과 적당한 긴장감을 동시에 얻을 수 있기 때문이다.,,
긴장감,Noun,화면 너머 누군가가 집중하는 모습을 보는 것만으로도 연결감과 적당한 긴장감을 동시에 얻을 수 있기 때문이다.,,
동시,Noun,화면 너머 누군가가 집중하는 모습을 보는 것만으로도 연결감과 적당한 긴장감을 동시에 얻을 수 있기 때문이다.,,
때문,Noun,화면 너머 누군가가 집중하는 모습을 보는 것만으로도 연결감과 적당한 긴장감을 동시에 얻을 수 있기 때문이다.,,
재미없다,Adjective,"스터디 윗 미 콘텐츠에는 “이 영상 없으면 공부가 재미없다”, “이거보면서 정신줄 부여잡고 공부한다”, “같이 공부하는 느낌이라 집중이 확실히 잘 된다” 등의 댓글이 이어진다.",,
확실히,Adverb,"스터디 윗 미 콘텐츠에는 “이 영상 없으면 공부가 재미없다”, “이거보면서 정신줄 부여잡고 공부한다”, “같이 공부하는 느낌이라 집중이 확실히 잘 된다” 등의 댓글이 이어진다.",,
댓글,Noun,"스터디 윗 미 콘텐츠에는 “이 영상 없으면 공부가 재미없다”, “이거보면서 정신줄 부여잡고 공부한다”, “같이 공부하는 느낌이라 집중이 확실히 잘 된다” 등의 댓글이 이어진다.",,
이어지다,Verb,"스터디 윗 미 콘텐츠에는 “이 영상 없으면 공부가 재미없다”, “이거보면서 정신줄 부여잡고 공부한다”, “같이 공부하는 느낌이라 집중이 확실히 잘 된다” 등의 댓글이 이어진다.",,
추구,Noun,효율과 연결을 동시에 추구하는 MZ세대,,
때,Noun,"카공족과 스터디 윗 미, 그리고 어드민 나이트는 모두 혼자보다 함께일 때 더 잘 집중할 수 있다는 감각에서 출발한다.",,
출발,Noun,"카공족과 스터디 윗 미, 그리고 어드민 나이트는 모두 혼자보다 함께일 때 더 잘 집중할 수 있다는 감각에서 출발한다.",,
실속,Noun,동시에 그 시간이 실속 있는 연결이어야 한다는 인식이 깔려 있다.,,
깔리다,Verb,동시에 그 시간이 실속 있는 연결이어야 한다는 인식이 깔려 있다.,,
선호,Noun,"MZ세대는 이처럼 의미 있게 시간을 쓰는 방식을 선호하고, 소모적인 만남보다 효율성 높은 인간관계를 추구하는 경향이 강하다.",,
만남,Noun,"MZ세대는 이처럼 의미 있게 시간을 쓰는 방식을 선호하고, 소모적인 만남보다 효율성 높은 인간관계를 추구하는 경향이 강하다.",,
경향,Noun,"MZ세대는 이처럼 의미 있게 시간을 쓰는 방식을 선호하고, 소모적인 만남보다 효율성 높은 인간관계를 추구하는 경향이 강하다.",,
휴식,Noun,어드민 나이트의 유행을 두고 퇴근 후의 휴식 시간마저 생산성으로 채워야 하는 현실을 반영한다는 비판적인 시각도 있다.,,
채우다,Verb,어드민 나이트의 유행을 두고 퇴근 후의 휴식 시간마저 생산성으로 채워야 하는 현실을 반영한다는 비판적인 시각도 있다.,,
반영,Noun,어드민 나이트의 유행을 두고 퇴근 후의 휴식 시간마저 생산성으로 채워야 하는 현실을 반영한다는 비판적인 시각도 있다.,,
비판,Noun,어드민 나이트의 유행을 두고 퇴근 후의 휴식 시간마저 생산성으로 채워야 하는 현실을 반영한다는 비판적인 시각도 있다.,,
시각,Noun,어드민 나이트의 유행을 두고 퇴근 후의 휴식 시간마저 생산성으로 채워야 하는 현실을 반영한다는 비판적인 시각도 있다.,,
어차피,Adverb,하지만 어차피 해야 할 일이라면 혼자 끙끙대기보다 함께 가볍게 해치우는 편이 낫지 않을까.,,
끙끙대다,Verb,하지만 어차피 해야 할 일이라면 혼자 끙끙대기보다 함께 가볍게 해치우는 편이 낫지 않을까.,,
반복,Noun,"어드민 나이트는 반복되는 일상 속에서 미뤄둔 ‘어른의 일들’을 함께 정리하는, 실용적인 연대의 방식이다.",,
일상,Noun,"어드민 나이트는 반복되는 일상 속에서 미뤄둔 ‘어른의 일들’을 함께 정리하는, 실용적인 연대의 방식이다.",,
어른,Noun,"어드민 나이트는 반복되는 일상 속에서 미뤄둔 ‘어른의 일들’을 함께 정리하는, 실용적인 연대의 방식이다.",,
실용,Noun,"어드민 나이트는 반복되는 일상 속에서 미뤄둔 ‘어른의 일들’을 함께 정리하는, 실용적인 연대의 방식이다.",,
연대,Noun,"어드민 나이트는 반복되는 일상 속에서 미뤄둔 ‘어른의 일들’을 함께 정리하는, 실용적인 연대의 방식이다.",,
실천,Noun,"어드민 나이트 실천 가이드
혼자서는 자꾸 미루게 되는 잡무, 어드민 나이트로 해치우는 법을 소개한다.",,
가이드,Noun,"어드민 나이트 실천 가이드
혼자서는 자꾸 미루게 되는 잡무, 어드민 나이트로 해치우는 법을 소개한다.",,
자꾸,Adverb,"어드민 나이트 실천 가이드
혼자서는 자꾸 미루게 되는 잡무, 어드민 나이트로 해치우는 법을 소개한다.",,
소개,Noun,"어드민 나이트 실천 가이드
혼자서는 자꾸 미루게 되는 잡무, 어드민 나이트로 해치우는 법을 소개한다.",,
고르다,Verb,STEP 1. 함께할 사람을 고른다.,,
선택,Noun,바디 더블링 효과를 높이려면 상대 선택이 중요하다.,,
방해,Noun,집중을 방해하지 않으면서도 생산성에 긍정적인 영향을 줄 수 있는 사람이 좋다.,,
긍정,Noun,집중을 방해하지 않으면서도 생산성에 긍정적인 영향을 줄 수 있는 사람이 좋다.,,
이야깃거리,Noun,만나면 이야깃거리가 계속 생기는 관계라면 원 없이 대화할 수 있는 날 약속을 따로 잡는 편이 낫다.,,
따로,Adverb,만나면 이야깃거리가 계속 생기는 관계라면 원 없이 대화할 수 있는 날 약속을 따로 잡는 편이 낫다.,,
줌,Noun,직접 만나기 어렵다면 줌(Zoom)이나 구글 미트 등 화상 회의로 진행하는 것도 가능하다.,,
구글,Noun,직접 만나기 어렵다면 줌(Zoom)이나 구글 미트 등 화상 회의로 진행하는 것도 가능하다.,,
미트,Noun,직접 만나기 어렵다면 줌(Zoom)이나 구글 미트 등 화상 회의로 진행하는 것도 가능하다.,,
화상,Noun,직접 만나기 어렵다면 줌(Zoom)이나 구글 미트 등 화상 회의로 진행하는 것도 가능하다.,,
진행,Noun,직접 만나기 어렵다면 줌(Zoom)이나 구글 미트 등 화상 회의로 진행하는 것도 가능하다.,,
가능,Noun,직접 만나기 어렵다면 줌(Zoom)이나 구글 미트 등 화상 회의로 진행하는 것도 가능하다.,,
켜다,Verb,"카메라를 켜두고 각자 일하는 온라인 플랫폼이나, 유튜브에서 실시간으로 진행되는 스터디 윗 미 콘텐츠를 함께 틀어두는 것도 방법이다.",,
플랫폼,Noun,"카메라를 켜두고 각자 일하는 온라인 플랫폼이나, 유튜브에서 실시간으로 진행되는 스터디 윗 미 콘텐츠를 함께 틀어두는 것도 방법이다.",,
유튜브,Noun,"카메라를 켜두고 각자 일하는 온라인 플랫폼이나, 유튜브에서 실시간으로 진행되는 스터디 윗 미 콘텐츠를 함께 틀어두는 것도 방법이다.",,
실시간,Noun,"카메라를 켜두고 각자 일하는 온라인 플랫폼이나, 유튜브에서 실시간으로 진행되는 스터디 윗 미 콘텐츠를 함께 틀어두는 것도 방법이다.",,
목록,Noun,STEP 3. 할 일 목록을 미리 만든다.,,
미리,Adverb,STEP 3. 할 일 목록을 미리 만든다.,,
업무,Noun,모임 전에 각자 처리할 업무를 정리해 온다. ‘뭔가 하겠지’라는 마음으로 모이면 시간만 흐르기 쉽다.,,
구체,Noun,작고 구체적인 과제일수록 좋다.,,
짧다,Adjective,시작 전에 할 일 목록과 오늘의 목표를 짧게 공유하는 것도 효과적이다.,,
꺼내다,Verb,"말로 꺼내는 것만으로도 실행에 대한 책임감이 생기고, 서로의 목표를 인식하는 것 자체가 집중력을 높이는 데 도움이 된다.",,
실행,Noun,"말로 꺼내는 것만으로도 실행에 대한 책임감이 생기고, 서로의 목표를 인식하는 것 자체가 집중력을 높이는 데 도움이 된다.",,
세션,Noun,STEP 4. 집중 세션을 설계한다.,,
설계,Noun,STEP 4. 집중 세션을 설계한다.,,
내내,Adverb,함께 모였다고 해서 몇 시간 내내 집중력이 유지되지는 않는다.,,
유지,Noun,함께 모였다고 해서 몇 시간 내내 집중력이 유지되지는 않는다.,,
몰입도,Noun,일하는 시간과 쉬는 시간을 미리 정해두면 몰입도를 높일 수 있다. '포모도로 기법',,
포모도로,Noun,일하는 시간과 쉬는 시간을 미리 정해두면 몰입도를 높일 수 있다. '포모도로 기법',,
기법,Noun,일하는 시간과 쉬는 시간을 미리 정해두면 몰입도를 높일 수 있다. '포모도로 기법',,
호흡,Noun,긴 호흡이 필요한 과제라면 45~60분 집중하고 10분 쉬어가는 것도 좋다.,,
플레이,Noun,STEP 5. 플레이리스트를 준비한다.,,
리스트,Noun,STEP 5. 플레이리스트를 준비한다.,,
준비,Noun,STEP 5. 플레이리스트를 준비한다.,,
완전히,Adverb,완전히 조용한 공간이 어색하다면 잔잔한 배경 음악을 틀어두는 것도 방법이다.,,
로,Noun,로파이(Lo-fi)나 앰비언트 음악처럼 집중을 방해하지 않는 음악이 분위기를 부드럽게 만든다.,,
